ACS Year,NAME,Full_FIPS,ACS 5 Yr FIPS Variable Name,ACS 5 Yr FIPS Variable Value,ACS 5 Yr VA Variable Value
2016,Northampton County,51131,DP05 0001E,12118,8310301
2016,Northumberland County,51133,DP05 0001E,12272,8310301
2016,Nottoway County,51135,DP05 0001E,15641,8310301
2016,Orange County,51137,DP05 0001E,34873,8310301
2016,Page County,51139,DP05 0001E,23759,8310301
2016,Patrick County,51141,DP05 0001E,18180,8310301
2016,Pittsylvania County,51143,DP05 0001E,62392,8310301
2016,Powhatan County,51145,DP05 0001E,28286,8310301
2016,Prince Edward County,51147,DP05 0001E,23077,8310301
2016,Prince George County,51149,DP05 0001E,37664,8310301
2016,Prince William County,51153,DP05 0001E,443630,8310301
2016,Pulaski County,51155,DP05 0001E,34417,8310301
2016,Rappahannock County,51157,DP05 0001E,7416,8310301
2016,Richmond County,51159,DP05 0001E,8868,8310301
2016,Roanoke County,51161,DP05 0001E,93655,8310301
2016,Rockbridge County,51163,DP05 0001E,22450,8310301
2016,Rockingham County,51165,DP05 0001E,78427,8310301
2016,Russell County,51167,DP05 0001E,27973,8310301
2016,Scott County,51169,DP05 0001E,22378,8310301
2016,Shenandoah County,51171,DP05 0001E,42857,8310301
2016,Smyth County,51173,DP05 0001E,31513,8310301
2016,Southampton County,51175,DP05 0001E,18291,8310301
2016,Spotsylvania County,51177,DP05 0001E,129181,8310301
2016,Stafford County,51179,DP05 0001E,139548,8310301
2016,Surry County,51181,DP05 0001E,6731,8310301
2016,Sussex County,51183,DP05 0001E,11733,8310301
2016,Tazewell County,51185,DP05 0001E,43367,8310301
2016,Warren County,51187,DP05 0001E,38807,8310301
2016,Washington County,51191,DP05 0001E,54562,8310301
2016,Westmoreland County,51193,DP05 0001E,17528,8310301
2016,Wise County,51195,DP05 0001E,40074,8310301
2016,Wythe County,51197,DP05 0001E,29171,8310301
2016,York County,51199,DP05 0001E,66919,8310301
2016,Alexandria City,51510,DP05 0001E,151473,8310301
2016,Bristol City,51520,DP05 0001E,17340,8310301
2016,Buena Vista City,51530,DP05 0001E,6610,8310301
2016,Charlottesville City,51540,DP05 0001E,45538,8310301
2016,Chesapeake City,51550,DP05 0001E,233194,8310301
2016,Colonial Heights City,51570,DP05 0001E,17554,8310301
2016,Covington City,51580,DP05 0001E,5650,8310301
2016,Danville City,51590,DP05 0001E,42360,8310301
2016,Emporia City,51595,DP05 0001E,5565,8310301
2016,Fairfax City,51600,DP05 0001E,23620,8310301
2016,Falls Church City,51610,DP05 0001E,13597,8310301
2016,Franklin City,51620,DP05 0001E,8413,8310301
2016,Fredericksburg City,51630,DP05 0001E,27853,8310301
2016,Galax City,51640,DP05 0001E,6858,8310301
2016,Hampton City,51650,DP05 0001E,136789,8310301
2016,Harrisonburg City,51660,DP05 0001E,51979,8310301
2016,Hopewell City,51670,DP05 0001E,22332,8310301
2016,Lexington City,51678,DP05 0001E,7036,8310301
2016,Lynchburg City,51680,DP05 0001E,78755,8310301
2016,Manassas City,51683,DP05 0001E,41149,8310301
2016,Manassas Park City,51685,DP05 0001E,15827,8310301
2016,Martinsville City,51690,DP05 0001E,13551,8310301
2016,Newport News City,51700,DP05 0001E,181606,8310301
2016,Norfolk City,51710,DP05 0001E,245724,8310301
2016,Norton City,51720,DP05 0001E,3978,8310301
2016,Petersburg City,51730,DP05 0001E,31997,8310301
2016,Poquoson City,51735,DP05 0001E,12068,8310301
2016,Portsmouth City,51740,DP05 0001E,96071,8310301
2016,Radford City,51750,DP05 0001E,17186,8310301
2016,Richmond City,51760,DP05 0001E,216773,8310301
2016,Roanoke City,51770,DP05 0001E,99329,8310301
2016,Salem City,51775,DP05 0001E,25290,8310301
2016,Staunton City,51790,DP05 0001E,24234,8310301
2016,Suffolk City,51800,DP05 0001E,87061,8310301
2016,Virginia Beach City,51810,DP05 0001E,449733,8310301
2016,Waynesboro City,51820,DP05 0001E,21366,8310301
2016,Williamsburg City,51830,DP05 0001E,14988,8310301
2016,Winchester City,51840,DP05 0001E,27349,8310301
2016,Accomack County,51001,DP02 0015E,2.31,2.61
2016,Albemarle County,51003,DP02 0015E,2.44,2.61
2016,Alleghany County,51005,DP02 0015E,2.28,2.61
2016,Amelia County,51007,DP02 0015E,2.79,2.61
2016,Amherst County,51009,DP02 0015E,2.51,2.61
2016,Appomattox County,51011,DP02 0015E,2.55,2.61
2016,Arlington County,51013,DP02 0015E,2.21,2.61
2016,Augusta County,51015,DP02 0015E,2.49,2.61
2016,Bath County,51017,DP02 0015E,2.11,2.61
2016,Bedford County,51019,DP02 0015E,2.48,2.61
2016,Bland County,51021,DP02 0015E,2.24,2.61
2016,Botetourt County,51023,DP02 0015E,2.47,2.61
2016,Brunswick County,51025,DP02 0015E,2.37,2.61
2016,Buchanan County,51027,DP02 0015E,2.43,2.61
2016,Buckingham County,51029,DP02 0015E,2.64,2.61
2016,Campbell County,51031,DP02 0015E,2.45,2.61
2016,Caroline County,51033,DP02 0015E,2.51,2.61
2016,Carroll County,51035,DP02 0015E,2.34,2.61
2016,Charles City County,51036,DP02 0015E,2.48,2.61
2016,Charlotte County,51037,DP02 0015E,2.63,2.61
2016,Chesterfield County,51041,DP02 0015E,2.76,2.61
2016,Clarke County,51043,DP02 0015E,2.52,2.61
2016,Craig County,51045,DP02 0015E,2.24,2.61
2016,Culpeper County,51047,DP02 0015E,2.81,2.61
2016,Cumberland County,51049,DP02 0015E,2.38,2.61
2016,Dickenson County,51051,DP02 0015E,2.46,2.61
2016,Dinwiddie County,51053,DP02 0015E,2.65,2.61
2016,Essex County,51057,DP02 0015E,2.46,2.61
2016,Fairfax County,51059,DP02 0015E,2.86,2.61
2016,Fauquier County,51061,DP02 0015E,2.83,2.61
2016,Floyd County,51063,DP02 0015E,2.46,2.61
2016,Fluvanna County,51065,DP02 0015E,2.53,2.61
2016,Franklin County,51067,DP02 0015E,2.38,2.61
2016,Frederick County,51069,DP02 0015E,2.71,2.61
2016,Giles County,51071,DP02 0015E,2.3,2.61
2016,Gloucester County,51073,DP02 0015E,2.53,2.61
2016,Goochland County,51075,DP02 0015E,2.54,2.61
2016,Grayson County,51077,DP02 0015E,2.18,2.61
2016,Greene County,51079,DP02 0015E,2.66,2.61
2016,Greensville County,51081,DP02 0015E,2.32,2.61
2016,Halifax County,51083,DP02 0015E,2.42,2.61
2016,Hanover County,51085,DP02 0015E,2.66,2.61
2016,Henrico County,51087,DP02 0015E,2.55,2.61
2016,Henry County,51089,DP02 0015E,2.33,2.61
2016,Highland County,51091,DP02 0015E,1.99,2.61
2016,Isle of Wight County,51093,DP02 0015E,2.57,2.61
2016,James City County,51095,DP02 0015E,2.5,2.61
2016,King and Queen County,51097,DP02 0015E,2.54,2.61
2016,King George County,51099,DP02 0015E,2.9,2.61
2016,King William County,51101,DP02 0015E,2.65,2.61
2016,Lancaster County,51103,DP02 0015E,2.15,2.61
2016,Lee County,51105,DP02 0015E,2.52,2.61
2016,Loudoun County,51107,DP02 0015E,3.08,2.61
2016,Louisa County,51109,DP02 0015E,2.6,2.61
2016,Lunenburg County,51111,DP02 0015E,2.46,2.61
2016,Madison County,51113,DP02 0015E,2.56,2.61
2016,Mathews County,51115,DP02 0015E,2.28,2.61
2016,Mecklenburg County,51117,DP02 0015E,2.49,2.61
2016,Middlesex County,51119,DP02 0015E,2.31,2.61
2016,Montgomery County,51121,DP02 0015E,2.47,2.61
2016,Nelson County,51125,DP02 0015E,2.31,2.61
2016,New Kent County,51127,DP02 0015E,2.59,2.61
2016,Northampton County,51131,DP02 0015E,2.32,2.61
2016,Northumberland County,51133,DP02 0015E,2.12,2.61
2016,Nottoway County,51135,DP02 0015E,2.46,2.61
2016,Orange County,51137,DP02 0015E,2.59,2.61
2016,Page County,51139,DP02 0015E,2.47,2.61
2016,Patrick County,51141,DP02 0015E,2.29,2.61
2016,Pittsylvania County,51143,DP02 0015E,2.33,2.61
2016,Powhatan County,51145,DP02 0015E,2.6,2.61
2016,Prince Edward County,51147,DP02 0015E,2.54,2.61
2016,Prince George County,51149,DP02 0015E,3.01,2.61
2016,Prince William County,51153,DP02 0015E,3.18,2.61
2016,Pulaski County,51155,DP02 0015E,2.3,2.61
2016,Rappahannock County,51157,DP02 0015E,2.28,2.61
2016,Richmond County,51159,DP02 0015E,2.28,2.61
2016,Roanoke County,51161,DP02 0015E,2.39,2.61
2016,Rockbridge County,51163,DP02 0015E,2.4,2.61
2016,Rockingham County,51165,DP02 0015E,2.57,2.61
2016,Russell County,51167,DP02 0015E,2.51,2.61
2016,Scott County,51169,DP02 0015E,2.38,2.61
2016,Shenandoah County,51171,DP02 0015E,2.46,2.61
2016,Smyth County,51173,DP02 0015E,2.38,2.61
2016,Southampton County,51175,DP02 0015E,2.5,2.61
2016,Spotsylvania County,51177,DP02 0015E,2.99,2.61
2016,Stafford County,51179,DP02 0015E,3.07,2.61
2016,Surry County,51181,DP02 0015E,2.49,2.61
2016,Sussex County,51183,DP02 0015E,1.75,2.61
2016,Tazewell County,51185,DP02 0015E,2.38,2.61
2016,Warren County,51187,DP02 0015E,2.68,2.61
2016,Washington County,51191,DP02 0015E,2.35,2.61
2016,Westmoreland County,51193,DP02 0015E,2.44,2.61
2016,Wise County,51195,DP02 0015E,2.44,2.61
2016,Wythe County,51197,DP02 0015E,2.4,2.61
2016,York County,51199,DP02 0015E,2.76,2.61
2016,Alexandria City,51510,DP02 0015E,2.2,2.61
2016,Bristol City,51520,DP02 0015E,2.21,2.61
2016,Buena Vista City,51530,DP02 0015E,2.27,2.61
2016,Charlottesville City,51540,DP02 0015E,2.39,2.61
2016,Chesapeake City,51550,DP02 0015E,2.74,2.61
2016,Colonial Heights City,51570,DP02 0015E,2.41,2.61
2016,Covington City,51580,DP02 0015E,2.25,2.61
2016,Danville City,51590,DP02 0015E,2.19,2.61
2016,Emporia City,51595,DP02 0015E,2.41,2.61
2016,Fairfax City,51600,DP02 0015E,2.72,2.61
2016,Falls Church City,51610,DP02 0015E,2.56,2.61
2016,Franklin City,51620,DP02 0015E,2.42,2.61
2016,Fredericksburg City,51630,DP02 0015E,2.45,2.61
2016,Galax City,51640,DP02 0015E,2.33,2.61
2016,Hampton City,51650,DP02 0015E,2.47,2.61
2016,Harrisonburg City,51660,DP02 0015E,2.68,2.61
2016,Hopewell City,51670,DP02 0015E,2.49,2.61
2016,Lexington City,51678,DP02 0015E,1.91,2.61
2016,Lynchburg City,51680,DP02 0015E,2.41,2.61
2016,Manassas City,51683,DP02 0015E,3.31,2.61
2016,Manassas Park City,51685,DP02 0015E,3.35,2.61
2016,Martinsville City,51690,DP02 0015E,2.28,2.61
2016,Newport News City,51700,DP02 0015E,2.5,2.61
2016,Norfolk City,51710,DP02 0015E,2.52,2.61
2016,Norton City,51720,DP02 0015E,2.11,2.61
2016,Petersburg City,51730,DP02 0015E,2.36,2.61
2016,Poquoson City,51735,DP02 0015E,2.61,2.61
2016,Portsmouth City,51740,DP02 0015E,2.53,2.61
2016,Radford City,51750,DP02 0015E,2.53,2.61
2016,Richmond City,51760,DP02 0015E,2.31,2.61
2016,Roanoke City,51770,DP02 0015E,2.28,2.61
2016,Salem City,51775,DP02 0015E,2.29,2.61
2016,Staunton City,51790,DP02 0015E,2.21,2.61
2016,Suffolk City,51800,DP02 0015E,2.72,2.61
2016,Virginia Beach City,51810,DP02 0015E,2.62,2.61
2016,Waynesboro City,51820,DP02 0015E,2.34,2.61
2016,Williamsburg City,51830,DP02 0015E,2.36,2.61
2016,Winchester City,51840,DP02 0015E,2.49,2.61
2016,Accomack County,51001,DP02 0092PE,6.6,11.9
2016,Albemarle County,51003,DP02 0092PE,9.9,11.9
2016,Alleghany County,51005,DP02 0092PE,1.3,11.9
2016,Amelia County,51007,DP02 0092PE,0.2,11.9
2016,Amherst County,51009,DP02 0092PE,1.7,11.9
2016,Appomattox County,51011,DP02 0092PE,0.9,11.9
2016,Arlington County,51013,DP02 0092PE,22.7,11.9
2016,Augusta County,51015,DP02 0092PE,1.9,11.9
2016,Bath County,51017,DP02 0092PE,2.7,11.9
2016,Bedford County,51019,DP02 0092PE,2.2,11.9
2016,Bland County,51021,DP02 0092PE,0.9,11.9
2016,Botetourt County,51023,DP02 0092PE,2.7,11.9
2016,Brunswick County,51025,DP02 0092PE,1.9,11.9
2016,Buchanan County,51027,DP02 0092PE,1.2,11.9
2016,Buckingham County,51029,DP02 0092PE,1.7,11.9
2016,Campbell County,51031,DP02 0092PE,2.6,11.9
2016,Caroline County,51033,DP02 0092PE,2.9,11.9
2016,Carroll County,51035,DP02 0092PE,2.1,11.9
2016,Charles City County,51036,DP02 0092PE,1.7,11.9
2016,Charlotte County,51037,DP02 0092PE,0.7,11.9
2016,Chesterfield County,51041,DP02 0092PE,7.9,11.9
2016,Clarke County,51043,DP02 0092PE,3.5,11.9
2016,Craig County,51045,DP02 0092PE,0,11.9
2016,Culpeper County,51047,DP02 0092PE,7.7,11.9
2016,Cumberland County,51049,DP02 0092PE,0.4,11.9
2016,Dickenson County,51051,DP02 0092PE,0.6,11.9
2016,Dinwiddie County,51053,DP02 0092PE,2.9,11.9
2016,Essex County,51057,DP02 0092PE,1.5,11.9
2016,Fairfax County,51059,DP02 0092PE,30.3,11.9
2016,Fauquier County,51061,DP02 0092PE,6.3,11.9
2016,Floyd County,51063,DP02 0092PE,2.1,11.9
2016,Fluvanna County,51065,DP02 0092PE,2.8,11.9
2016,Franklin County,51067,DP02 0092PE,2.2,11.9
2016,Frederick County,51069,DP02 0092PE,6,11.9
2016,Giles County,51071,DP02 0092PE,0.8,11.9
2016,Gloucester County,51073,DP02 0092PE,2.2,11.9
2016,Goochland County,51075,DP02 0092PE,3.5,11.9
2016,Grayson County,51077,DP02 0092PE,1.8,11.9
2016,Greene County,51079,DP02 0092PE,4.5,11.9
2016,Greensville County,51081,DP02 0092PE,2.5,11.9
2016,Halifax County,51083,DP02 0092PE,1.5,11.9
2016,Hanover County,51085,DP02 0092PE,3.5,11.9
2016,Henrico County,51087,DP02 0092PE,11.9,11.9
2016,Henry County,51089,DP02 0092PE,2.8,11.9
2016,Highland County,51091,DP02 0092PE,0.3,11.9
2016,Isle of Wight County,51093,DP02 0092PE,2,11.9
2016,James City County,51095,DP02 0092PE,6.7,11.9
2016,King and Queen County,51097,DP02 0092PE,2.7,11.9
2016,King George County,51099,DP02 0092PE,2.5,11.9
2016,King William County,51101,DP02 0092PE,1.9,11.9
2016,Lancaster County,51103,DP02 0092PE,2,11.9
2016,Lee County,51105,DP02 0092PE,1.3,11.9
2016,Loudoun County,51107,DP02 0092PE,23.4,11.9
2016,Louisa County,51109,DP02 0092PE,3.2,11.9
2016,Lunenburg County,51111,DP02 0092PE,4.1,11.9
2016,Madison County,51113,DP02 0092PE,1.8,11.9
2016,Mathews County,51115,DP02 0092PE,1.3,11.9
2016,Mecklenburg County,51117,DP02 0092PE,1.6,11.9
2016,Middlesex County,51119,DP02 0092PE,1.2,11.9
2016,Montgomery County,51121,DP02 0092PE,8.5,11.9
2016,Nelson County,51125,DP02 0092PE,3.3,11.9
2016,New Kent County,51127,DP02 0092PE,2.8,11.9
2016,Northampton County,51131,DP02 0092PE,5.6,11.9
2016,Northumberland County,51133,DP02 0092PE,2.5,11.9
2016,Nottoway County,51135,DP02 0092PE,6,11.9
2016,Orange County,51137,DP02 0092PE,4.8,11.9
2016,Page County,51139,DP02 0092PE,1.9,11.9
2016,Patrick County,51141,DP02 0092PE,1.9,11.9
2016,Pittsylvania County,51143,DP02 0092PE,2.2,11.9
2016,Powhatan County,51145,DP02 0092PE,2.2,11.9
2016,Prince Edward County,51147,DP02 0092PE,3.5,11.9
2016,Prince George County,51149,DP02 0092PE,4.3,11.9
2016,Prince William County,51153,DP02 0092PE,22.8,11.9
2016,Pulaski County,51155,DP02 0092PE,1.3,11.9
2016,Rappahannock County,51157,DP02 0092PE,4.5,11.9
2016,Richmond County,51159,DP02 0092PE,6,11.9
2016,Roanoke County,51161,DP02 0092PE,5.5,11.9
2016,Rockbridge County,51163,DP02 0092PE,2.2,11.9
2016,Rockingham County,51165,DP02 0092PE,5.3,11.9
2016,Russell County,51167,DP02 0092PE,1.1,11.9
2016,Scott County,51169,DP02 0092PE,1,11.9
2016,Shenandoah County,51171,DP02 0092PE,5.8,11.9
2016,Smyth County,51173,DP02 0092PE,1.3,11.9
2016,Southampton County,51175,DP02 0092PE,0.6,11.9
2016,Spotsylvania County,51177,DP02 0092PE,7.2,11.9
2016,Stafford County,51179,DP02 0092PE,8.8,11.9
2016,Surry County,51181,DP02 0092PE,0.7,11.9
2016,Sussex County,51183,DP02 0092PE,2.9,11.9
2016,Tazewell County,51185,DP02 0092PE,0.8,11.9
2016,Warren County,51187,DP02 0092PE,3.2,11.9
2016,Washington County,51191,DP02 0092PE,1.6,11.9
2016,Westmoreland County,51193,DP02 0092PE,3.3,11.9
2016,Wise County,51195,DP02 0092PE,1.2,11.9
2016,Wythe County,51197,DP02 0092PE,0.9,11.9
2016,York County,51199,DP02 0092PE,8.1,11.9
2016,Alexandria City,51510,DP02 0092PE,27.8,11.9
2016,Bristol City,51520,DP02 0092PE,1.3,11.9
2016,Buena Vista City,51530,DP02 0092PE,0.7,11.9
2016,Charlottesville City,51540,DP02 0092PE,12.2,11.9
2016,Chesapeake City,51550,DP02 0092PE,5,11.9
2016,Colonial Heights City,51570,DP02 0092PE,7.5,11.9
2016,Covington City,51580,DP02 0092PE,1.9,11.9
2016,Danville City,51590,DP02 0092PE,3.3,11.9
2016,Emporia City,51595,DP02 0092PE,3.6,11.9
2016,Fairfax City,51600,DP02 0092PE,28,11.9
2016,Falls Church City,51610,DP02 0092PE,16.5,11.9
2016,Franklin City,51620,DP02 0092PE,1.9,11.9
2016,Fredericksburg City,51630,DP02 0092PE,9.2,11.9
2016,Galax City,51640,DP02 0092PE,10.7,11.9
2016,Hampton City,51650,DP02 0092PE,4.6,11.9
2016,Harrisonburg City,51660,DP02 0092PE,16.6,11.9
2016,Hopewell City,51670,DP02 0092PE,4.5,11.9
2016,Lexington City,51678,DP02 0092PE,3.9,11.9
2016,Lynchburg City,51680,DP02 0092PE,5.9,11.9
2016,Manassas City,51683,DP02 0092PE,27.7,11.9
2016,Manassas Park City,51685,DP02 0092PE,33.2,11.9
2016,Martinsville City,51690,DP02 0092PE,3,11.9
2016,Newport News City,51700,DP02 0092PE,7.1,11.9
2016,Norfolk City,51710,DP02 0092PE,7.1,11.9
2016,Norton City,51720,DP02 0092PE,4.7,11.9
2016,Petersburg City,51730,DP02 0092PE,3.5,11.9
2016,Poquoson City,51735,DP02 0092PE,3,11.9
2016,Portsmouth City,51740,DP02 0092PE,2.7,11.9
2016,Radford City,51750,DP02 0092PE,3.7,11.9
2016,Richmond City,51760,DP02 0092PE,6.5,11.9
2016,Roanoke City,51770,DP02 0092PE,7.3,11.9
2016,Salem City,51775,DP02 0092PE,3.2,11.9
2016,Staunton City,51790,DP02 0092PE,3.1,11.9
2016,Suffolk City,51800,DP02 0092PE,3.7,11.9
2016,Virginia Beach City,51810,DP02 0092PE,9.1,11.9
2016,Waynesboro City,51820,DP02 0092PE,5.1,11.9
2016,Williamsburg City,51830,DP02 0092PE,9.1,11.9
2016,Winchester City,51840,DP02 0092PE,11.6,11.9
2016,Accomack County,51001,DP03 0096PE,82,89.3
2016,Albemarle County,51003,DP03 0096PE,92,89.3
2016,Alleghany County,51005,DP03 0096PE,91.7,89.3
2016,Amelia County,51007,DP03 0096PE,85.6,89.3
2016,Amherst County,51009,DP03 0096PE,87.9,89.3
2016,Appomattox County,51011,DP03 0096PE,90.7,89.3
2016,Arlington County,51013,DP03 0096PE,91.4,89.3
2016,Augusta County,51015,DP03 0096PE,89.6,89.3
2016,Bath County,51017,DP03 0096PE,89.2,89.3
2016,Bedford County,51019,DP03 0096PE,91.6,89.3
2016,Bland County,51021,DP03 0096PE,90.4,89.3
2016,Botetourt County,51023,DP03 0096PE,95,89.3
2016,Brunswick County,51025,DP03 0096PE,87.6,89.3
2016,Buchanan County,51027,DP03 0096PE,86,89.3
2016,Buckingham County,51029,DP03 0096PE,85.7,89.3
2016,Campbell County,51031,DP03 0096PE,90.3,89.3
2016,Caroline County,51033,DP03 0096PE,90.3,89.3
2016,Carroll County,51035,DP03 0096PE,86.5,89.3
2016,Charles City County,51036,DP03 0096PE,88,89.3
2016,Charlotte County,51037,DP03 0096PE,83.9,89.3
2016,Chesterfield County,51041,DP03 0096PE,91.6,89.3
2016,Clarke County,51043,DP03 0096PE,85.9,89.3
2016,Craig County,51045,DP03 0096PE,88.9,89.3
2016,Culpeper County,51047,DP03 0096PE,88.2,89.3
2016,Cumberland County,51049,DP03 0096PE,85.3,89.3
2016,Dickenson County,51051,DP03 0096PE,88.6,89.3
2016,Dinwiddie County,51053,DP03 0096PE,88.1,89.3
2016,Essex County,51057,DP03 0096PE,88,89.3
2016,Fairfax County,51059,DP03 0096PE,89.7,89.3
2016,Fauquier County,51061,DP03 0096PE,91.4,89.3
2016,Floyd County,51063,DP03 0096PE,90.4,89.3
2016,Fluvanna County,51065,DP03 0096PE,91.9,89.3
2016,Franklin County,51067,DP03 0096PE,87.8,89.3
2016,Frederick County,51069,DP03 0096PE,89,89.3
2016,Giles County,51071,DP03 0096PE,86.4,89.3
2016,Gloucester County,51073,DP03 0096PE,89.3,89.3
2016,Goochland County,51075,DP03 0096PE,94.4,89.3
2016,Grayson County,51077,DP03 0096PE,88.6,89.3
2016,Greene County,51079,DP03 0096PE,84.4,89.3
2016,Greensville County,51081,DP03 0096PE,89.2,89.3
2016,Halifax County,51083,DP03 0096PE,85.9,89.3
2016,Hanover County,51085,DP03 0096PE,94.3,89.3
2016,Henrico County,51087,DP03 0096PE,90.1,89.3
2016,Henry County,51089,DP03 0096PE,87.5,89.3
2016,Highland County,51091,DP03 0096PE,84.9,89.3
2016,Isle of Wight County,51093,DP03 0096PE,92.6,89.3
2016,James City County,51095,DP03 0096PE,92.4,89.3
2016,King and Queen County,51097,DP03 0096PE,87.1,89.3
2016,King George County,51099,DP03 0096PE,92.4,89.3
2016,King William County,51101,DP03 0096PE,91.8,89.3
2016,Lancaster County,51103,DP03 0096PE,88,89.3
2016,Lee County,51105,DP03 0096PE,84.1,89.3
2016,Loudoun County,51107,DP03 0096PE,92.5,89.3
2016,Louisa County,51109,DP03 0096PE,85.5,89.3
2016,Lunenburg County,51111,DP03 0096PE,83.8,89.3
2016,Madison County,51113,DP03 0096PE,84.6,89.3
2016,Mathews County,51115,DP03 0096PE,91.6,89.3
2016,Mecklenburg County,51117,DP03 0096PE,87,89.3
2016,Middlesex County,51119,DP03 0096PE,90.2,89.3
2016,Montgomery County,51121,DP03 0096PE,93.1,89.3
2016,Nelson County,51125,DP03 0096PE,87.9,89.3
2016,New Kent County,51127,DP03 0096PE,93.7,89.3
2016,Northampton County,51131,DP03 0096PE,83.4,89.3
2016,Northumberland County,51133,DP03 0096PE,91.4,89.3
2016,Nottoway County,51135,DP03 0096PE,89.1,89.3
2016,Orange County,51137,DP03 0096PE,88.8,89.3
2016,Page County,51139,DP03 0096PE,86.4,89.3
2016,Patrick County,51141,DP03 0096PE,85.5,89.3
2016,Pittsylvania County,51143,DP03 0096PE,89.4,89.3
2016,Powhatan County,51145,DP03 0096PE,91.6,89.3
2016,Prince Edward County,51147,DP03 0096PE,88.6,89.3
2016,Prince George County,51149,DP03 0096PE,91,89.3
2016,Prince William County,51153,DP03 0096PE,87.5,89.3
2016,Pulaski County,51155,DP03 0096PE,90.4,89.3
2016,Rappahannock County,51157,DP03 0096PE,84.5,89.3
2016,Richmond County,51159,DP03 0096PE,88.8,89.3
2016,Roanoke County,51161,DP03 0096PE,93.4,89.3
2016,Rockbridge County,51163,DP03 0096PE,88.4,89.3
2016,Rockingham County,51165,DP03 0096PE,88.3,89.3
2016,Russell County,51167,DP03 0096PE,87.2,89.3
2016,Scott County,51169,DP03 0096PE,88.5,89.3
2016,Shenandoah County,51171,DP03 0096PE,89.1,89.3
2016,Smyth County,51173,DP03 0096PE,88.8,89.3
2016,Southampton County,51175,DP03 0096PE,87.6,89.3
2016,Spotsylvania County,51177,DP03 0096PE,89.8,89.3
2016,Stafford County,51179,DP03 0096PE,92.2,89.3
